osmid,name,highway,surface,tracktype,foot,bicycle,sac_scale,trail_visibility,smoothness,width,mtb:scale,mtb:scale:imba,osmc:symbol,image,incline,lit,step_count,ford,bridge,tunnel,wheelchair,ramp,source,mapillary,scenic,section,footway,sidewalk,length_m,corridor
833862787,SAT Nämdö,track,gravel,grade2,designated,,hiking,good,,,,,,,,,,,,,,,,,,SAT Nämdö,,,497.885954614352,TRACK
833862789,SAT Nämdö,path,ground,,designated,,hiking,excellent,bad,0.8,,,,https://upload.wikimedia.org/wikipedia/commons/f/ff/SAT_N%C3%A4md%C3%B6_leden_sv%C3%A4nger_ut_p%C3%A5_en_skogsv%C3%A4g.jpg,,,,,,,,,,,,SAT Nämdö,,,741.6393473641602,DEDICATED_PATH
833862790,SAT Nämdö,track,gravel,grade5,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a8/SAT_N%C3%A4md%C3%B6_leden_skogsv%C3%A4g.jpg,,,,,,,,,,,,SAT Nämdö,,,1922.320506757938,TRACK
833862800,SAT Nämdö,track,gravel,grade2,designated,,hiking,good,,,,,,,,,,,,,,,,,,SAT Nämdö,,,834.3381318152706,TRACK
833889546,SAT Nämdö,path,wood,,,,,intermediate,,,,,,,,,,,yes,,,,,,,SAT Nämdö,,,8.26980290802947,DEDICATED_PATH
833889547,SAT Nämdö,path,,,,,,intermediate,,,,,,,,,,,,,,,,,,SAT Nämdö,,,112.91901634403183,DEDICATED_PATH
833889548,SAT Nämdö,path,,,,,,intermediate,,,,,,,,,,,,,,,,,,SAT Nämdö,,,66.82797007628074,DEDICATED_PATH
833889559,SAT Nämdö,path,compacted;rock,,designated,,mountain_hiking,good,,0.8,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/SAT_N%C3%A4md%C3%B6_b1.jpg/1536px-SAT_N%C3%A4md%C3%B6_b1.jpg,,,,,,,,,,,yes,SAT Nämdö,,,1415.2602244736893,DEDICATED_PATH
833889567,SAT Nämdö,track,,grade5,designated,,hiking,good,,1,,,,https://upload.wikimedia.org/wikipedia/commons/c/cb/SAT_N%C3%A4md%C3%B6_leden_korsning_Tjusvik.jpg,,,,,,,,,,,,SAT Nämdö,,,1257.518637017317,TRACK
833889588,SAT Nämdö,track,wood,grade5,,,,,,,,,,,,,,,yes,,,,,,,SAT Nämdö,,,8.462782887798726,TRACK
834034405,SAT Nämdö,track,gravel,grade3,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/SAT_N%C3%A4md%C3%B6_vandring_N%C3%A4md%C3%B6_kyrka.jpg/1536px-SAT_N%C3%A4md%C3%B6_vandring_N%C3%A4md%C3%B6_kyrka.jpg,,,,,,,,,,,,SAT Nämdö,,,49.17344371453219,TRACK
1123596347,SAT Nämdö,service,gravel,,designated,yes,hiking,good,good,~3,,,,https://upload.wikimedia.org/wikipedia/commons/5/51/SAT_N%C3%A4md%C3%B6_v%C3%A4gen_Sand.jpg,,,,,,,,,,,,SAT Nämdö,,,807.5503444195639,CAR_ROAD
1123596512,SAT Nämdö,unclassified,gravel,,designated,,,good,bad,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ec/SAT_N%C3%A4md%C3%B6_b_08.jpg,,,,,,,,,,,,SAT Nämdö,,,2886.409702413787,CAR_ROAD
1378968890,SAT Nämdö,track,,grade5,,,,,,,,,,,,,,,,,,,,,,SAT Nämdö,,,31.852870545166393,TRACK
1378968891,SAT Nämdö,path,grass,,,,hiking,low,,1,,,,https://upload.wikimedia.org/wikipedia/commons/7/79/SAT_N%C3%A4md%C3%B6_b_16.jpg,,,,,,,,,,,,SAT Nämdö,,,333.3354617603238,DEDICATED_PATH
1378968892,SAT Nämdö,track,,grade5,,,,,,,,,,,,,,,,,,,,,,SAT Nämdö,,,116.16813311320122,TRACK
1378968894,Länsväg 690,unclassified,gravel,,,,,,bad,,,,,,,,,,,,,,,,,SAT Nämdö,,,33.52437062351838,CAR_ROAD
1378968895,SAT Nämdö,footway,rock,,designated,,hiking,bad,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1b/SAT_N%C3%A4md%C3%B6_b_03.jpg,,,,,,,,,,,,SAT Nämdö,,,47.028530977535574,DEDICATED_PATH
226135411,Affärsbacken,track,gravel,grade2,designated,,hiking,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/N%C3%A5ttar%C3%B6_20250731_batch_9.jpg/2560px-N%C3%A5ttar%C3%B6_20250731_batch_9.jpg,,,,,,,,,,,,SAT Nåttarö,,,434.99231518546077,TRACK
322935684,SAT Nåttarö,track,gravel,grade2,,,hiking,,very_bad,,,,,https://upload.wikimedia.org/wikipedia/commons/0/07/SATN%C3%A5ttar%C3%B6_2025_april_%28228%29.jpg,,,,,,,,,,,,SAT Nåttarö,,,625.9152690202751,TRACK
322935685,SAT Nåttarö,track,ground,,designated,,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/a/ae/SATN%C3%A5ttar%C3%B6_2025_april_%28234%29.jpg,,,,,,,,,,,,SAT Nåttarö,,,336.25007720881376,TRACK
322935686,Nåttarö Halsvägen,track,,grade3,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/02/SATN%C3%A5ttar%C3%B6_2025_april_%289%29.jpg,,,,,,,,,,,,SAT Nåttarö,,,1481.7597157570333,TRACK
834644240,SAT Nåttarö,track,gravel,grade2,,yes,hiking,,,3,,,,https://upload.wikimedia.org/wikipedia/commons/9/9b/SATN%C3%A5ttar%C3%B6_2025_april_%28241%29.jpg,,,,,,,,,,,,SAT Nåttarö,,,1259.5748690641835,TRACK
1074229918,SAT Nåttarö,path,ground,,designated,,hiking,good,,0.5,1,,,https://upload.wikimedia.org/wikipedia/commons/f/fa/SATN%C3%A5ttar%C3%B6_2025_april_%2898%29.jpg,,,,,,,,,,,,SAT Nåttarö,,,3757.23893499045,DEDICATED_PATH
1297735668,SAT Nåttarö,path,,,,,hiking,good,,0.8,,,,https://upload.wikimedia.org/wikipedia/commons/f/fe/SATN%C3%A5ttar%C3%B6_2025_april_%28141%29.jpg,,,,,,,,,,,,SAT Nåttarö,,,230.6756919293711,DEDICATED_PATH
1379074970,SAT Nåttarö,track,ground,,,yes,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/c/c8/SATN%C3%A5ttar%C3%B6_2025_april_%2823%29.jpg,,,,,,,,,,,,SAT Nåttarö,,,916.6058512519237,TRACK
1379074971,SAT Nåttarö,path,compacted,,,,hiking,good,good,,,,,https://upload.wikimedia.org/wikipedia/commons/e/eb/SATN%C3%A5ttar%C3%B6_2025_april_%28112%29.jpg,,,,,,,,,,,,SAT Nåttarö,,,351.49698559601836,DEDICATED_PATH
1379074972,SAT Nåttarö,path,ground,,designated,,hiking,good,good,1,1,,,https://upload.wikimedia.org/wikipedia/commons/c/ca/SATN%C3%A5ttar%C3%B6_2025_april_%28117%29.jpg,,,,,,,,,,,,SAT Nåttarö,,,1535.8399524970316,DEDICATED_PATH
1379074974,SAT Nåttarö,path,rock,,,,hiking,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3c/SATN%C3%A5ttar%C3%B6_2025_april_%28195%29.jpg,,,,,,,,,,,yes,SAT Nåttarö,,,1624.4206713008505,DEDICATED_PATH
1379074975,SAT Nåttarö,track,gravel,grade2,,,hiking,,very_bad,,,,,https://upload.wikimedia.org/wikipedia/commons/d/da/SATN%C3%A5ttar%C3%B6_2025_april_%28221%29.jpg,,,,,,,,,,,,SAT Nåttarö,,,517.635852508836,TRACK
1379074977,SAT Nåttarö,track,gravel,grade2,,,hiking,good,good,3,,,,https://upload.wikimedia.org/wikipedia/commons/e/ec/SATN%C3%A5ttar%C3%B6_2025_april_%28236%29.jpg,,,,,,,,,,,,SAT Nåttarö,,,934.9649948179554,TRACK
1379074979,SAT Nåttarö,track,gravel,grade2,,,hiking,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/N%C3%A5ttar%C3%B6_20250731_batch_3.jpg/1536px-N%C3%A5ttar%C3%B6_20250731_batch_3.jpg,,,,,,,,,,,,SAT Nåttarö,,,89.03706737212633,TRACK
1426259060,SAT Nåttarö,path,gravel,,,,hiking,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/87/SATN%C3%A5ttar%C3%B6_2025_april_Skarsand_grillplatser.jpg,,,,,,,,,,,yes,SAT Nåttarö,,,245.86499086939648,DEDICATED_PATH
1426259061,SAT Nåttarö,path,sand,,,,hiking,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b2/SATN%C3%A5ttar%C3%B6_2025_april_%28211%29.jpg,,,,,,,,,,,yes,SAT Nåttarö,,,192.88678807708004,DEDICATED_PATH
1426338852,SAT Nåttarö,path,sand,,,,hiking,intermediate,good,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c8/SATN%C3%A5ttar%C3%B6_2025_april_V%C3%A4nsvik_%282%29.jpg,,,,,,,,,,,yes,SAT Nåttarö,,,135.74724833044175,DEDICATED_PATH
1426338853,SAT Nåttarö,path,grass,,,,,excellent,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d5/SATN%C3%A5ttar%C3%B6_2025_april_V%C3%A4nsvik_grill_och_badplats.jpg,,,,,,,,,,,,SAT Nåttarö,,,35.677896805251365,DEDICATED_PATH
1426346795,SAT Nåttarö,path,dirt,,,,hiking,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3c/SATN%C3%A5ttar%C3%B6_2025_april_%28195%29.jpg,,,,,,,,,,,yes,SAT Nåttarö,,,1035.3977999259585,DEDICATED_PATH
1426346796,SAT Nåttarö,path,sand,,,,hiking,,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Stor_sand_N%C3%A5ttar%C3%B6.jpg/2560px-Stor_sand_N%C3%A5ttar%C3%B6.jpg,,,,,,,,,,,yes,SAT Nåttarö,,,379.67522345564987,DEDICATED_PATH
40486345,Breviksnäsvägen,residential,asphalt,,designated,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/1/1a/SAT_Orn%C3%B6_2025_april_Breviksv%C3%A4gen.jpg,,,,,,,,,,,,SAT Ornö,,,1882.320856664223,CAR_ROAD
40545881,Hässelmaravägen,residential,gravel,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/94/SAT_Orn%C3%B6_2025_april_08.jpg,,,,,,,,,,,,SAT Ornö,,,1422.792430710239,CAR_ROAD
41832149,Åvassavägen,track,gravel,grade3,designated,,hiking,good,,2,,,,https://upload.wikimedia.org/wikipedia/commons/d/dc/SAT_Orn%C3%B6_2025_maj_%2815%29.jpg,,,,,,,,,,,,SAT Ornö,,,750.4617083030214,TRACK
46844438,Lervassaträsk väg,service,gravel,,designated,,hiking,good,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/7/7e/SAT_Orn%C3%B6_2025_april_%2813%29.jpg,,,,,,,,,,,,SAT Ornö,,,3181.9634806652184,CAR_ROAD
46844508,SAT Ornö,track,compacted,grade2,designated,,hiking,good,,3,,,,https://commons.wikimedia.org/wiki/File%3ASAT%20Orn%C3%B6%20norra%202025%20maj%20(34).jpg,,,,,,,,,,,,SAT Ornö,,,3542.895617685875,TRACK
46844511,Kyrkviksvägen,unclassified,compacted,,designated,,,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e7/SAT_Orn%C3%B6_2025_maj_%2827%29.jpg,,,,,,,,,,,,SAT Ornö,,,1876.7259933426546,CAR_ROAD
181270137,SAT Ornö,unclassified,gravel,,,,hiking,good,,0.4,,,,https://upload.wikimedia.org/wikipedia/commons/f/f4/Lervassastigen%2C_Kyrkviken_Orn%C3%B6_%281%29.jpg,,,,,,,,,,,,SAT Ornö,,,342.29850227941756,CAR_ROAD
204940775,SAT Ornö,tertiary,asphalt,,designated,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/2/22/SAT_Orn%C3%B6_norra_2025_maj_Hasselmara_Brygga_%282%29.jpg,,,,,,,,,,,,SAT Ornö,,,925.4321007304289,CAR_ROAD
220619777,SAT Ornö,path,compacted,,,,hiking,excellent,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/8/8b/SAT_Orn%C3%B6_2025_april_%2866%29.jpg,,,,,,,,,,,,SAT Ornö,,,579.2735896984182,DEDICATED_PATH
220619779,SAT Ornö,path,compacted,,designated,,hiking,excellent,,0.5,,,,,,,,,,,,,,,,SAT Ornö,,,122.9282282523767,DEDICATED_PATH
220702565,SAT Ornö,service,compacted,,designated,yes,,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f2/SAT_Orn%C3%B6_2025_april_Brevik.jpg,,,,,,,,,,,,SAT Ornö,,,170.14479695249116,CAR_ROAD
222311523,SAT Ornö,path,compacted,,designated,,hiking,good,,1.2,,,,https://upload.wikimedia.org/wikipedia/commons/2/27/SAT_Orn%C3%B6_2025_maj_K%C3%A4rrbton.jpg,,,,,,,,,,,,SAT Ornö,,,145.27997213750024,DEDICATED_PATH
222311524,SAT Ornö,path,unpaved,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b2/SAT_Orn%C3%B6_2025_maj_%287%29.jpg,,,,,,,,,,,,SAT Ornö,,,795.3656077677456,DEDICATED_PATH
222311527,SAT Ornö,path,unpaved,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/75/SAT_Orn%C3%B6_norra_2025_maj.jpg,,,,,,,,,,,,SAT Ornö,,,1920.5875199482218,DEDICATED_PATH
222311528,SAT Ornö,path,ground,,designated,,hiking,good,,0.8,,,,https://upload.wikimedia.org/wikipedia/commons/1/17/SAT_Orn%C3%B6_2025_maj_%283%29.jpg,,,,,,,,,survey,,,SAT Ornö,,,543.6865247023532,DEDICATED_PATH
608360665,SAT Ornö,tertiary,asphalt,,,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/9/93/SAT_Orn%C3%B6_norra_2025_maj_%2867%29.jpg,,,,,,,,,,,,SAT Ornö,,,3365.1577861998308,CAR_ROAD
648540379,SAT Ornö,path,compacted;rocky,,designated,,,excellent,,0.3,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/SAT_Orn%C3%B6_2025_april_vandring_till_Telegrafberget.jpg/3024px-SAT_Orn%C3%B6_2025_april_vandring_till_Telegrafberget.jpg,up,,,,,,,,,,yes,SAT Ornö,,,595.4872633260293,DEDICATED_PATH
648688048,SAT Ornö,track,compacted,,designated,,hiking,good,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/6/69/SAT_Orn%C3%B6_2025_maj_%2813%29.jpg,,,,,,,,,,,,SAT Ornö,,,136.3204937940998,TRACK
648692402,SAT Ornö,path,compacted,,designated,,hiking,good,,0.8,,,,https://upload.wikimedia.org/wikipedia/commons/6/67/SAT_Orn%C3%B6_norra_2025_maj_%2827%29.jpg,,,,,,,,,,,,SAT Ornö,,,683.2998723951666,DEDICATED_PATH
652070895,SAT Ornö,path,ground,,designated,,hiking,intermediate,intermediate,,,,,https://upload.wikimedia.org/wikipedia/commons/3/37/SAT_Orn%C3%B6_2025_maj_%2812%29.jpg,,,,,,,,,,,,SAT Ornö,,,2802.9718014175364,DEDICATED_PATH
826466942,SAT Ornö,track,ground,grade3,designated,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/7/73/SAT_Orn%C3%B6_2025_maj_%2825%29.jpg,,,,,,,,,,,,SAT Ornö,,,546.3389762822826,TRACK
826479025,SAT Ornö,residential,compacted,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/85/SAT_Orn%C3%B6_2025_april_%2842%29.jpg,,,,,,,,,,,,SAT Ornö,,,273.2529329972031,CAR_ROAD
830744789,SAT Ornö,path,grass,,designated,,hiking,good,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/f/fe/SAT_Orn%C3%B6_2025_april_%285%29.jpg,,,,,,,,,,,,SAT Ornö,,,1846.4887718177479,DEDICATED_PATH
830749317,SAT Ornö,path,grass,,designated,,hiking,excellent,,0.4,,,,https://commons.wikimedia.org/wiki/File:SAT_Orn%C3%B6_2025_april_(19).jpg,,,,,,,,,,,,SAT Ornö,,,1597.995236692694,DEDICATED_PATH
837561059,Lervassastigen,path,dirt,,designated,,hiking,good,,0.4,,,,https://upload.wikimedia.org/wikipedia/commons/7/7d/Lervassastigen_%2814%29.jpg,,,,,,,,,,,,SAT Ornö,,,2265.8542694518524,DEDICATED_PATH
838955704,Åvassavägen,unclassified,compacted,,designated,,,good,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/5/53/SAT_Orn%C3%B6_2025_maj_%2818%29.jpg,,,,,,,,,,,,SAT Ornö,,,5826.108455278879,CAR_ROAD
839495206,SAT Ornö,footway,compacted,,,,hiking,excellent,,0.4,,,,https://upload.wikimedia.org/wikipedia/commons/2/26/SAT_Orn%C3%B6_2025_april_Bodal_%281%29.jpg,,,,,,,,,,,,SAT Ornö,,,1025.1937429257257,DEDICATED_PATH
839499386,SAT Ornö,service,compacted,,,yes,,,,,,,,,,,,,,,,,,,,SAT Ornö,,,16.623888655901553,CAR_ROAD
839668974,SAT Ornö,track,gravel,grade1,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1e/SAT_Orn%C3%B6_2025_april_mot_L%C3%A4ttinge_%284%29.jpg,,,,,,,,,,,,SAT Ornö,,,117.68394228415909,TRACK
839716387,Lervassastigen,path,grass,,designated,,hiking,good,,0.4,,,,https://upload.wikimedia.org/wikipedia/commons/9/9b/Lervassastigen_%2823%29.jpg,,,,,,,,,,,,SAT Ornö,,,1123.6514904764836,DEDICATED_PATH
839716388,SAT Ornö,footway,compacted,,designated,,hiking,good,,1.2,,,,https://upload.wikimedia.org/wikipedia/commons/9/95/Lervassastigen_passerar_Lervassaviken.jpg,,,,,,,,,,,,SAT Ornö,,,316.5419649537912,DEDICATED_PATH
840613164,SAT Ornö,path,,,designated,,hiking,good,,,,,,,,,,,,,,,,,,SAT Ornö,,,22.33524764367135,DEDICATED_PATH
840613165,SAT Ornö,path,compacted,,,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/41/SAT_Orn%C3%B6_2025_maj_%286%29.jpg,,,,,yes,,,,,,,SAT Ornö,,,19.38024220226864,DEDICATED_PATH
840633209,SAT Ornö,path,gravel,,designated,,hiking,good,,1.5,,,,https://upload.wikimedia.org/wikipedia/commons/6/66/SAT_Orn%C3%B6_2025_maj_%285%29.jpg,,,,,,,,,survey,,,SAT Ornö,,,1169.724565034926,DEDICATED_PATH
857514638,Gula spåret,path,compacted,,designated,,hiking,excellent,,0.4,,,,https://upload.wikimedia.org/wikipedia/commons/9/95/SAT_Orn%C3%B6_2025_april_%2852%29.jpg,,,,,,,,,,,,SAT Ornö,,,3242.065846348788,DEDICATED_PATH
857514640,Gula spåret,path,compacted,grade2,designated,,hiking,excellent,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/85/SAT_Orn%C3%B6_2025_april_%2842%29.jpg,,,,,,,,,,,,SAT Ornö,,,287.5408104008526,DEDICATED_PATH
857526163,Gula spåret,track,dirt,grade5,designated,,hiking,excellent,,,,,,https://commons.wikimedia.org/wiki/File%3ASAT%20Orn%C3%B6%202025%20april%20(40).jpg,,,,,,,,,,,,SAT Ornö,,,110.0608734112877,TRACK
857526164,Gula spåret,path,grass,,designated,,hiking,excellent,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/45/SAT_Orn%C3%B6_2025_april_%2841%29.jpg,,,,,,,,,,,,SAT Ornö,,,553.3914856140959,DEDICATED_PATH
857829728,Gula spåret,path,wood,,designated,,,good,,,,,,,,,,,boardwalk,,,,,,,SAT Ornö,,,17.15228790589098,DEDICATED_PATH
857829729,SAT Ornö,path,ground,,designated,,hiking,excellent,,1,,,,https://upload.wikimedia.org/wikipedia/commons/9/91/SAT_Orn%C3%B6_2025_april_%2864%29.jpg,,,,,,,,,,,,SAT Ornö,,,93.96590840140577,DEDICATED_PATH
857829730,SAT Ornö,path,wood,,designated,,,excellent,,,,,,,,,,,boardwalk,,,,,,,SAT Ornö,,,60.910150777252575,DEDICATED_PATH
857829731,SAT Ornö,path,compacted,,designated,,hiking,excellent,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/7/73/SAT_Orn%C3%B6_2025_april_%2863%29.jpg,,,,,,,,,,,,SAT Ornö,,,581.1566889195029,DEDICATED_PATH
857829732,SAT Ornö,path,wood,,designated,,,excellent,,,,,,,,,,,boardwalk,,,,,,,SAT Ornö,,,60.76972454844781,DEDICATED_PATH
865699703,SAT Ornö,path,dirt,,designated,,hiking,excellent,,,,,,,,,,,,,,,,,,SAT Ornö,,,101.96879073600051,DEDICATED_PATH
865699705,Gula spåret,path,dirt,,designated,,hiking,excellent,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/d/d3/SAT_Orn%C3%B6_2025_april_%2839%29.jpg,,,,,,,,,,,,SAT Ornö,,,1563.4764478256402,DEDICATED_PATH
865725206,SAT Ornö,tertiary,asphalt,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/21/Lervassastigen_%2824%29.jpg,,,,,,,,,,,,SAT Ornö,,,555.9437245224873,CAR_ROAD
1091664252,Kärrbron,path,wood,,designated,,hiking,good,,1.3,,,,https://upload.wikimedia.org/wikipedia/commons/c/c4/SAT_Orn%C3%B6_2025_maj_K%C3%A4rrbton_%281%29.jpg,,,,,,,,,,,,SAT Ornö,,,109.93455951471248,DEDICATED_PATH
1091664256,SAT Ornö,path,compacted,,,,hiking,good,,0.8,,,,https://upload.wikimedia.org/wikipedia/commons/b/b1/SAT_Orn%C3%B6_2025_maj_%289%29.jpg,,,,,,,,,,,,SAT Ornö,,,136.06969003878788,DEDICATED_PATH
1131596357,SAT Ornö,tertiary,asphalt,,designated,,hiking,good,,,,,,,,,,,,,,,,,,SAT Ornö,,,221.7448801478222,CAR_ROAD
1132070670,Hässelmaravägen,residential,gravel,,,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/SAT_Orn%C3%B6_2025_april_04.jpg/2560px-SAT_Orn%C3%B6_2025_april_04.jpg,,,,,,,,,,,,SAT Ornö,,,995.5622960127445,CAR_ROAD
1184434967,Gula spåret,path,dirt,,designated,,hiking,excellent,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/77/SAT_Orn%C3%B6_2025_april_%2840%29.jpg,,,,,,,,,,,,SAT Ornö,,,130.4520751715514,DEDICATED_PATH
1189966059,SAT Ornö,service,asphalt,,designated,yes,,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/SAT_Orn%C3%B6_2025_april_18.jpg/2560px-SAT_Orn%C3%B6_2025_april_18.jpg,,,,,,,,,,,,SAT Ornö,,,328.6376255192408,CAR_ROAD
1190139359,SAT Ornö,path,compacted,,,,hiking,excellent,,1,,,,https://upload.wikimedia.org/wikipedia/commons/4/4d/SAT_Orn%C3%B6_2025_april_%2868%29.jpg,,,,,,,,,,,,SAT Ornö,,,81.96750477336514,DEDICATED_PATH
1190139361,SAT Ornö,service,compacted,,designated,yes,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/30/SAT_Orn%C3%B6_2025_april_20_M%C3%B6rbyfj%C3%A4rden.jpg,,,,,,,,,,,,SAT Ornö,,,362.7441331499483,CAR_ROAD
1191185349,Åvassavägen,unclassified,gravel,,designated,,hiking,good,good,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c3/SAT_Orn%C3%B6_2025_maj_%2823%29.jpg,,,,,,,,,,,,SAT Ornö,,,742.3331169030782,CAR_ROAD
1191194642,SAT Ornö,track,,grade2,designated,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/3/38/SAT_Orn%C3%B6_norra_2025_maj_%2858%29.jpg,,,,,,,,,,,,SAT Ornö,,,368.93926216733576,TRACK
1195532667,SAT Ornö,path,grass,,designated,,hiking,good,,1,,,,https://upload.wikimedia.org/wikipedia/commons/b/b4/SAT_Orn%C3%B6_2025_april_%2870%29.jpg,,,,,,,,,,,,SAT Ornö,,,173.53786720298302,DEDICATED_PATH
1380103254,SAT Ornö,tertiary,asphalt,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d0/SAT_Orn%C3%B6_2025_april_mot_L%C3%A4ttinge_%287%29.jpg,,,,,,,,,Bing,,,SAT Ornö,,,675.7721407492899,CAR_ROAD
1380103255,SAT Ornö,residential,compacted,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/55/SAT_Orn%C3%B6_2025_april_mot_L%C3%A4ttinge_%286%29.jpg,,,,,,,,,Bing,,,SAT Ornö,,,185.0456989236883,CAR_ROAD
1380103256,SAT Ornö,tertiary,asphalt,,,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/53/Orn%C3%B6_kyrka_Ferry_stop_01.jpg,,,,,,,,,,,,SAT Ornö,,,78.39181307768084,CAR_ROAD
1380103258,SAT Ornö,tertiary,asphalt,,designated,,,good,,,,,,,,,,,,,,,,,,SAT Ornö,,,80.50610934855621,CAR_ROAD
1380103259,Gula spåret,path,,grade2,designated,,hiking,excellent,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/73/SAT_Orn%C3%B6_2025_april_%2844%29.jpg,,,,,,,,,,,,SAT Ornö,,,225.10121622964385,DEDICATED_PATH
1380103260,SAT Ornö,path,grass,,designated,,hiking,excellent,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/0/03/SAT_Orn%C3%B6_2025_april_%2829%29.jpg,,,,,,,,,,,,SAT Ornö,,,1010.6969476313562,DEDICATED_PATH
1380103262,SAT Ornö,tertiary,asphalt,,designated,,,good,,2.5,,,,https://upload.wikimedia.org/wikipedia/commons/b/b6/SAT_Orn%C3%B6_2025_maj_%2832%29.jpg,,,,,,,,,,,,SAT Ornö,,,265.4808888769877,CAR_ROAD
1380103266,SAT Ornö,path,compacted,,designated,,hiking,good,,1.2,,,,https://upload.wikimedia.org/wikipedia/commons/5/57/SAT_Orn%C3%B6_2025_maj_%288%29.jpg,,,,,,,,,,,,SAT Ornö,,,428.7288581574303,DEDICATED_PATH
1380103269,SAT Ornö,path,compacted,,designated,,hiking,good,,1.2,,,,https://upload.wikimedia.org/wikipedia/commons/7/71/SAT_Orn%C3%B6_norra_2025_maj_%2812%29.jpg,,,,,,,,,,,,SAT Ornö,,,1163.91508422218,DEDICATED_PATH
1380103270,SAT Ornö,unclassified,compacted,,,,,,,,,,,,,,,,,,,,,,,SAT Ornö,,,109.6754553401486,CAR_ROAD
1380103271,SAT Ornö,track,compacted,grade2,designated,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/8/80/SAT_Orn%C3%B6_norra_2025_maj_%2831%29.jpg,,,,,,,,,,,,SAT Ornö,,,568.4800524665949,TRACK
1380103273,SAT Ornö,track,compacted,grade2,designated,,hiking,good,,3,,,,https://upload.wikimedia.org/wikipedia/commons/3/38/SAT_Orn%C3%B6_norra_2025_maj_%2858%29.jpg,,,,,,,,,,,,SAT Ornö,,,151.46684253701827,TRACK
1380103274,SAT Ornö,tertiary,asphalt,,designated,,hiking,good,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f4/SAT_Orn%C3%B6_norra_2025_maj_%2889%29.jpg,,,,,,,,,,,,SAT Ornö,,,224.90658128399625,CAR_ROAD
1380103281,SAT Ornö,path,compacted,,designated,,hiking,excellent,,0.5,,,,https://upload.wikimedia.org/wikipedia/commons/7/73/SAT_Orn%C3%B6_2025_april_%2863%29.jpg,,,,,,,,,,,,SAT Ornö,,,226.74389413019935,DEDICATED_PATH
